title,lyrics,artist
Toh Aja Na,"क्यों नहीं तू मेरे साथ?
कहाँ ढूंडू तुझे मैं जानू ना
खुद को मना लेता हूं
दिल को समझा लेता हूं
पर कब तक कर पाऊंगा जानू ना
तेरे लिया मैं सही नहीं
तेरे बिना भी मैं सही नहीं
यादों से मेरी तू गयी नहीं
लगता जैसे तू यही कही
गलतियां करी थी तूने भी लेकिन
मैं खुद को कोसता जा रहा हूं
Please मुझे block कर
मैं खुद को रोक नहीं पा रहा हूं
तेरी सारी photos देखता हूं
फिर तेरे बारे में सोचता हूं
यहाँ वहा तुझे खोजता हूं
परेशान हो जाता हूं थोडा सा
तेरी कमी मुझे मार देंगी
तेरी कमी मुझे मार देंगी
क्योंकि साथ रहेगी हमेशा तू मेरे
ये मेरी कसम खा के बोला था
तो आजा ना
तो आजा ना
तो आजा ना, आ
मैं सब पहले जैसा कर दूंगा
तू बस आ तो जा ना
मैं रोकता था तुझे तेरे दोस्तों से मिलने से
क्योंकि वो सारे के सारे मुझसे अच्छे दीखते थे
मुझसे अच्छे gift देते तेरे birthday पे
और मैं बस…You might also like",Fotty Seven
Ohhhhhhh,"बंदी अपनी एक नंबर सही सही
गाड़ी अपनी एक नंबर सही सही
वो कहते ज़्यादा फ्लेक्स करना सही नहीं
पर तेरे भाई वाली baatcheet कहीं नहीं
मैंने बोला

कर करी मेहनत
आज करे फ्लेक्स
गन्दी सी राइटिंग मै साइन करे cheaques
अच्छी है राइटिंग तो आरी है बरखत है कपड़ों मै SWAG पर गाव वाली हरकते
उतरेगा कड़ा तो किसी का सर फटे
बस नहीं चला जिनका सारे वो चल बसे
गाड़ी हमारी है भारी लगते है
साइड में पीते है शर्बत है करफत है

लोकल by choice
लोकल by choice boy
जो है तेरी औकात मै तू करना वोही
लोकल by choice
लोकल by choice boy
तेरा बनता नहीं तो बीच में तू पड़ना नहीं
तेज़ अब गाने तो ठुखने का बंपर
लगेगा तेरा भी सुत्ने का नंबर
हॉकी पे हॉकी
घुटने पलंग पर जितने की गाड़ी उतने का नंबर
तेरे दोस्त बड़ी गाड़ी बंगला पोर्शे lere
पर लाल बत्ती वाली गाड़ी वाले दोस्त मेरे
You might also like
बंदी अपनी एक नंबर सही सही
गाड़ी अपनी एक नंबर सही सही
वो कहते ज़्यादा फ्लेक्स करना सही नहीं
पर तेरे भाई वाली baatcheet कहीं नहीं
मैंने बोला
Ohhhh केडी baatcheet
Ohhhh तेरे भाई की
Ohhhh केडी कार की
Ohhhh केडे नाई की
Ohhhh केडी baatcheet
Ohhhh तेरे भाई की
Ohhhh केडी कार की
Ohhhh केडे नाई की

वो निकाह सेट दो निकला फेस
कररी थी पॉपुलर होने का वेट
करती खुदाई gold digger gold digger सीधा बताती है सोने का रेट
Finance नहीं हम फाइनेस लेंगे
ड्राइवर नहीं हम पायलट लेंगे
2 नंबर चाहिए थे पास होने मै
IT से 20 नहीं I हिट लेंगे
लोकल by choice
लोकल by choice boy
जो है तेरी औकात मै तू करना वोही
लोकल by choice
लोकल by choice boy
तेरा बनता नहीं तो बीच में तू पड़ना नहीं
नशे मै क्या क्या नहीं भोकरेले लोंडे
अपनी गैंग मै सारे सोबर है लौंडे
आते ही पेले धड़ा धड रखे
सारे के सारे ही ओपनर लौंडे
तेरे टीम में सारे काम दली है
Beef लेने आए लोंदे मांग गली के
भाई है सारे विखांथन सारे
गुटी मै पैर ले आंगली मै

बंदी अपनी एक नंबर सही सही
गाड़ी अपनी एक नंबर सही सही
वो कहते ज़्यादा फ्लेक्स करना सही नहीं
पर तेरे भाई वाली baatcheet कहीं नहीं
मैंने बोला
Ohhhh केडी baatcheet
Ohhhh तेरे भाई की
Ohhhh केडी कार की
Ohhhh केडे नाई की
Ohhhh केडी baatcheet
Ohhhh तेरे भाई की
Ohhhh केडी कार की
Ohhhh केडे नाई की1",Fotty Seven
You Know The Drill,"Ho, Jatt tera aithe kisi da ni baneya, mae maut saali dabb naal bani goriye
Maaran lagey ni moore aala dekhdi, peetal di goli sali anni goriye hoye
Kan kreu boley mera v8 ni, jatt tera veche hatera di hate ni
Dabb naal laya jeda sandh nakhro, 12 peti puchli tu ohda rate ni
Ho firde ne jo ethe fukre ne machre, mae jadda vicho patduu lagod jaane ni ho

Thug life chale on road jaane ni, paise di naa jama vi na thod jaane ni
Mere saale mere naal hi khende firde, hadaan nu na lagne me jod jaane ni
Thug life chale on road jaane ni, paise di naa jama vi na thod jaane ni
Mere saale mere naal hi khende firde, hadaan nu na lagne me jod jaane ni

Tere bhai ka naam kya hai
Aise kaise koi kar dega kill
Jako raakhe saaiyaan you know the drill
Aadhi raat kare yaar mere chill
Jako raakhe saaiyaan you know the drill

Hanuman, Bholenath, khade dono saath mei
Rahiyo aukaat mei, kade dono haath mei
Hai Paale saanp, na paala shaq
Badha kaala dil mera badha kala truck, aala chak
Saare yaar rolebaaz by god
Ek pe splendor aur ek pe hai Dicor
Border paar te bulava aaya bhai ko
Haryana domicile, Chandigarh high court
Chhore naazuk hai, soche jaa ke kahan chhupe
Naam saintalis kisi ke aage ma jhuke
Pele akele, inhe taajub hai
Bhai mere Bhagat Singh dil mei, gaadi pe aur baaju pe
5 rupiye, milte the school mei
Aaj 5 zero waali ghadi mere baapu pe
Baap ne sikhaya moo ko rakhna kaabu mei
Peeche se nahi bolte, karte saari baat moo pe
Bajte hi 7 nikal jaate haandne
Haandne ki kriya saali badal jaati kaand mei
Gucci wucci gaye dhaar lene
Chhora pehen brand jo bhi badhiya lage aang pe
5 litre engine koi touch nahi karta
Baatcheet ek number koi touch nahi karta
Kal bhi mai wahi karta tha jo mann kare
Fark bas ye aaj koi judge nahi karta
You might also like
Thug life chale on road jaane ni, paise di naa jama vi na thod jaane ni
Mere saale mere naal hi khende firde, hadaan nu na lagne me jod jaane ni
Thug life chale on road jaane ni, paise di naa jama vi na thod jaane ni
Mere saale mere naal hi khende firde, hadaan nu na lagne me jod jaane ni

Tere bhai ka naam kya hai
Aise kaise koi kar dega kill
Jako raakhe saaiyaan you know the drill
Aadhi raat kare yaar mere chill
Jako raakhe saaiyaan you know the drill",Fotty Seven
Kiska Hua,"Nahi Ho Raha Yaar ]
Verse 1 :
Wo Kehti Mujhe Aap Badal Gaye
Mein Nahi Badla Meri Jaan Halaat Badal Gaye
Jo Pure Nahi Ho Paye Mere Khawab Badal Gaye
Wo Kehti Mujhe Aap Badal Gaye
Kabhi Koi Baat Meri Maan To
Galti Meri Mene Pyaar Samajha Ahsaan Ko
Galti Meri Khuda Samjha Insaan Ko
Galti Meri Mene Chhuna Chaha Chand Ko
Intezaar Tera Puri Raat Kare
Meri Saari Hoodies Teri Baat Kare
Mere Kamre Mai Tu Gunjti Hai
Kya Tere Ghar Bhi Mujhe Yaad Kare
Aise Mann Mera Chup Na Rahе
Call Kare Par Kuch Na Kahe
Yaad Aaunga Mai Tujhe Har Roj
And I Hopе Tu Mere Bina Khush Na Rahe
Damn
You might also likeMera Wo Matlab Nahi Hai
Aur Tu Apni Jagah Sahi Hai
Tere Dil Mai Bhidd Kafi Jada
Mujhe Jana Padega Yaha
Apni Jagah Nahi Hai

Tu Hi Har Rang Tu Hi Dua
Tu Hi Har Rang Tu Hi Dua
Tera Huwa Nahi To Kiska Hua
Mein Kiska Huwa Mein Kiska Hua
Mein Kiska Huwa
Mein Simat Jaunga Jo Tune Chhua
Tu Hi Yakeen Tu Hi Jual
Tera Huwa Nhai To Kiska Hua
Mein Kiska Huwa Mein Kiska Hua
Mein Kiska Huwa Mein Kiska Huwa
Tera Huwa Nahi To Kiska Huwa
Meinkiska Huwa
Verse 2 :
Hota Pata Agar Hai Ye Aakhri Dafa
Tujhe Dekh Raha Hoon
Mein Wakth Rok Deta
Aise Jakadta Ke Todd Hi Deta
Kabhi Chhodta Nahi
Bas Wakth Rok Deta
Jaane Dunga Tujhe Bas Ek Shart Pe
Jahir Karjo Bhi Tere Dard Hai
Ro Mere Aage Ek Aakhri Baar
Mein Pochu Teri Aakhein Meri Shirt Se
Firr Mein Samjhau Tujhe Ki
Jo Hota Hai Wo Uski Raza Hai
Tere Liye Koi Aur Likha Hai
Mere Liye Koi Aur Likha Hai

Tu Hi Har Rang Tu Hi Dua
Tu Hi Hai Sach Tu Hi Dhua
Tera Huwa Nahi To Kiska Hua
Mein Kiska Huwa Mein Kiska Huwa
Mein Simat Jaunga Jo Tune Chhua
Tu Hi Yakeen Tu Hi Jual
Tera Huwanahi To Kiska Huwa
Mein Kiska Huwa Mein Kiska Huwa
Mein Kisika Huwa Mein Kiska Huwa
Tera Huwa Nahi To Kiska Huwa
Mein Kiska Huwa",Fotty Seven
Sehwag,"Tu jispe hota hai chuada
Uska phone nahi lagta
Tera baap apne aage kuch bol nahi sakta
Dolti hai satta jabar ball pe hai chakka
Ladke Border pe apna Toll nahi katt ta
Shirt pe hai salwate
Par rakhte apne jutte saaf
Pair pe tu chadd na ni
Na seedhi padd ti muh pe laat
Pehle 5 mint tak he karte aap aap
Vibe kari match to chalti khaali tu tadaak
Hero bante sare aaine k aage
Phir dikkate batate apni gayne pe jaake
Aage Dekh Ford wala Truck Dhai Tone ka Saand hai
Paise hum pe badhia lekin aadate kharaab hai
Baal rakhe bade bus side se katate
Khaate 5 Star mein parathe chai mein dubake
Desi chora Desi Taura
Haryana Herricanee
Pehli guddi seki jab paper diye 9vi k
Number plate HR Sabse zyada rowdy state
Ek rehpat mein bana de crazy boy bawli gand

Khaali road pe Endevour wali shine dera
Fled light white beam har koi side dera
Ek match se tu karna ni judge bete
Pelne pe aaya to udheta hai bhai tera
Pichle saal bhi to itne saare gaane chadde
Aane wala har second hoga time mera
Ek match se tu karna ni judge bete
Pelne pe aaya to udheta hai bhai tera
You might also likeJaise Sehwag deta 6 maar
Ek do run k liye bhaaga nahi
Maari khade khade century
Maari Century, Khade khade century
Maari Century, Jaise Sehwag deta 6 maar
Ek do run k liye bhaga nahi
Maari khade khade century
Maari Century, Koi sa bhi bowler uski
Khade khade behnchudi

Laat maari do kaudi ki naukri
Apne mann mein jo bhi aai vo kari
Sign kari deak jo crore ki
Us business meeting mein bhi
Baitha tha main kursi pe maarke chaukdi
Yehi hai jo hai, Apna yehi hai jo hai
Saare bole bhai bhai jaise bhaiya tu Jai
Yaha online peeth piche bane saare heavy weight
Saamne aate he inki maiya puje
Chale bottams up
Khatam ek ghoot mein dawai
Phir bitch launde fatva lete suit ki silai
Tere gaal pe chapenge apne boot kaafi sahi
Mint mein badal du teri thooth da design
Khaali road pe Endevour wali shine dera
Fled light white beam har koi side dera
Ek match se tu karna ni judge bete
Pelne pe aaya to udheta hai bhai tera
Pichle saal bhi to itne saare gaane chadde
Aane wala har second hoga time mera
Ek match se tu karna ni judge bete
Pelne pe aaya to udheta hai bhai tera
Jaise Sehwag deta 6 maar
Ek do run k liye bhaaga nahi
Maari khade khade century
Maari Century, Khade khade century
Maari Century, Jaise Sehwag deta 6 maar
Ek do run k liye bhaga nahi
Maari khade khade century
Maari Century, Koi sa bhi bowler uski
Khade khade behnchudi",Fotty Seven
Kar Diya,"हॉबी मेरी म्यूज़िक लिखा मैने मेरे क्व पे
8 साल मेट्रो में गुरगाओं से कसमीरी गाते
साथ वेल कहते थे अनाड़ी है
आज इनके करियर से उँची
ग्राउंड क्लेआरेंसे वाली गाड़ी

मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया
देख मैने

गानों में बातें बस सड़क की थी
अपने को तारक थी तरक्की की
सोया नही तभी मुझे सोने के दाम मिले
शो करा 10 हज़ार लौंदे उच्छाल दिए
च्चाक्के मारे मारे लप्पे बोहट
स्टेडियम के बाहर खाए टप्पे बॉल
हटेरों को डेडी मैने कते मौत
कर दिए सबके ही टटटे शॉट
इस साल की कमाई पिच्छले 10 के बराबर
जहाँ मौका मिला लेली सबकी कासके बराबर
पिच्छले साल सोचता था कैसे गॅस मैं बाकहूँ
इस साल दिक्कत मेरी कैसे टॅक्स मैं बचौं
You might also likeमैने काम करा देखा नही घालत सही
मुझको बढ़ता देख सबकी कलाप गयी
ब्रेकप हुआ मेरा जला ब्लुब वही
उसने छ्चोड़ा मेरी किस्मत साली पलट गयी

देख मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया
देख मैने कर दिया मैने कर दिया

लिखा जो भी आया मेरे जी में
करे मैने एमाइल भेजे मैने डेमो सारे
बस करने लगे
भेजे में था डाउट सला बज़्ज़ कैसे बने
पुर थे तबाहे मेरे लश्करे
करे रॅप नही मैने रेहपात थी
कभी दिए नही फ वर्ड एफर्ट दिए
सब करा अकेले जहाँ 10 जाने लगे
आज गाना बजे 10 बात 10 जगह
तेरी फेमस करने वाली स्कीम
अपने पास हे तू रख भाई
काम चाहिए पैसा रख
एक्षपोसेर वाला चूरन नई
दिल से पूरा देसी लेकिन
समझना तू मूरख नही
असली इनडिपेंडेंट हम हैं
किसी की ज़रूरत नही
लाखों माइयन हैं बिकते मेरे कोरे पेज
दिक्कत मेरी सोता हूँ मैं घोड़े बेच
साल भर पहल जो थे उड़ते
आज सारे आयेज बंदे मेरे एल@*दे पे
देख मैने कर दिया, मैने कर दिया
देख मैने कर दिया, मैने कर दिया
देख मैने कर दिया, मैने कर दिया
देख मैने कर दिया, मैने कर दिया
देख मैने कर दिया, मैने कर दिया
देख मैने कर दिया, मैने कर दिया
देख मैने कर दिया, मैने कर दिया
देख मैने कर दिया, मैने कर दिया
देख मैने",Fotty Seven
OK Report,"
पाल-पाल-पाले बहुत सारे बड़े-बड़े शौक़ हैं
पर ज़रा हिलने में भी आती मौत है
लेकिन बाप से नहीं माँगता हूँ पैसा
क्यूँ माँगूँ? मेरी बंदी पे बहुत है
कोई हम-सी तेज filam ही नहीं है
किसी की तशरीफ़ में दम ही नहीं है
Cash की कमी होगी, तैश की कमी नहीं है
भाई की life में ऐश की कमी नहीं है

सब okay report
मेरी jacket देख, जेब में पड़ा हुआ packet देख
सब okay report
मेरी setting देख, road पे होती नहीं checking देख
सब okay report
मेरा चश्मा देख, system पूरा चकमा देख
सब okay report
मेरे जूते देख, जूते से कितने सूते देख

अबे, गली का leader अपना ही भाई है, parking अपनी best लगाई है
पूरा दिन आज चौड़ में घूमेंगे, Monday है, आज chest लगाई है
अपनी कथा तू मत ही बता, momos में लाल वाली चटनी लगा
""गाड़ी तेरा भाई चलाएगा"", अच्छा? तो अपनी चला
जैसे छुट्टी के दिन, Scooty पे तीन
Road पे चलते हैं बुद्धि के दिन
पड़ते हैं कितने गुद्दी पे गिन
तुझे नाचना नहीं आता? ये ले घूंट पी के हिल
You might also like
सब okay report
मेरी jacket देख, जेब में पड़ा हुआ packet देख
सब okay report
मेरी setting देख, road पे होती नहीं checking देख
सब okay report
मेरा चश्मा देख, system पूरा चकमा देख
सब okay report
मेरे जूते देख, जूते से कितने सूते देख

तूने जो माँगा, मैंने दिल खोल कर दिया
तेरे बिना बोले हुक्के में coal भर दिया
तेरा बाप बनके, college में call कर दिया
तेरी रोटी में आलू डाला, roll कर दिया
भाई, रुक-रुक, papa का phone है
अबे, बाप मेरा '80s का don है
तेरे से पहले वो मुझे धो देगा
तू जानता नहीं मेरा बाप कौन है
जो ख़ुद से दे, वो बार-बार लो
Phone number में आता है चार बार नौ
काम सारे अपने हैं आर-पार, bro
जो भी शोर करे ज़्यादा, उसके कान फाड़ दो

सब okay report
मेरी jacket देख, जेब में पड़ा हुआ packet देख
सब okay report
मेरी setting देख, road पे होती नहीं checking देख
सब okay report
मेरा चश्मा देख, system पूरा चकमा देख
सब okay report
मेरे जूते देख, जूते से कितने सूते देख",Fotty Seven
Kho Gaya hoon,"Teri liye hi toh chalne laga tha
Par chalte chalte kaha aagaya hu. Kho gaya hoon mein Kho gaya hoon bheed mein. Mein khon gaya hoon. Sochta hu ye raasta. Door mujhse hai hogaya kyun. Jeena hoga tere bin. Ye kabhi socha na tha. Horaha hai roz woh joh kabhi hona na tha. Tuhi bata kismat mein meri jo bhi likha hai woh kaise mitaon. Teri yaade aakho se behti hi jaaye. In baarisho ko mein kya samjhao
Kho gaya hoon mein Kho gaya hoon bheed mein. Mein khon gaya hoon. Sochta hu ye raasta. Door mujhse hai hogaya kyun. ×2You might also like",Fotty Seven
Wish You Were Here,"Okay okay alright okay alright... alright
My heart could move a million miles a minute
You won't feel it till you're in it
I've been pulling all these strings
But I'm, suck at the beginning
I've been, saying what I mean
You're not hearing what I say
I'm just wishing you were here
And it'll all just be okay
All just be okay
Hold up wait a minute
This ain't how it's supposed to be
Once we were in love
Now it's just a memory
And I'm gone, I'm gone
I'm gone

Eh
Yu teri meri baatein jo chalti rahe
Toh fir baat hi kya hai?
Tere khwaabon mein
Apna bhi kafila hai
Mafi layak, Itni sari harkat
Kabtak jhelegi tu kabtak, bol
Tujhe mila toh mile sabhi ye bol
Jana roll ka role tere anmol
Yu trip lene ki trip di maine chor
Mujhe kaatein mile roz
Tujhpe shabdo ke asle bohot hai
Waha sapno ko jeene mei masle bohot hai
Par paise ke matlab hai jyada
Ye ladke sab darte kyu
Foolon pe bhawrein bohot hai
Maine sab jaan ke kuch bhi na jana
Ghar na jaana duri ke sadme bohot hai
Mussoorie me thukpa khaake maare sutte
Beadab se ghume sukoon me hum gume bohot hai
Eh, yo
Kya hota jo tum yaha hoti to
Kuch kar na pate ye choti soch
Tum jagmagate hue soti ho
Hai kuch tumse numaishe karne do
Aur yaha pe hai bhi kya karne ko
Agar grahasti ki gaadi na chalne du
No birds in the cage 'cause I let 'em go
Aankhein kholu dekhu teri chavi nayi har bar
Saal hua chhode ghar baar, banne chale dhanwaan
Highway pe barbad ghume
Candy flippin' on a friday
Getting blasé about all your dangers
Can't thank you enough for all the favours
All the flavours that you bought into my life
I'm more than greatful
Aye, yuh, ham
You might also like
I was not me when I wrote this
I had a dream and you sold it
This is not me I was focused
She said comply
Come fly, Don't fall
Come vibe with me (yuh)
Come ride, don't lie
Come die with me

Choti si baat jo hai apne liye bachake jarur rakho matlab
Hasi majak karo, wo karo, sabkuch karo
Lekin phir bhi ek p
Arda sa rakho matlab
Har choti choti baat share kardo ge na
To wo apki har personality ko pehchan jayega
Ki aap kis tarah ki log ho
Apko kaha pe jake, kya karke apko dukh pahuch ta hai
To matlab kabhi bhi kisiko itna paas mat aane do

Agar mile vardaan kabhi mujhe ke mai hun waqt ko wapas kar sakta
Uh huh na na ji
Vo hogi waqt ki barbadi
Kara jab galat nahi kuch
To theek kya kar sakta huun mai zara bhi
Ab kya haat pair jodu?
Ras sookh chuka hai to aur kyun nichodu?
Mila ek shaam ek hara hua juari mujhe
Bola sabse bada dard kya hai bata
""Mai hara 8 lakh ek raat me, chada karza
Isse badi kya hai saja.""
Maine bola mujhe zyada dard nahi pata
Zehen me bass yahi ata hai
Jab ek rishte me ek ka achanak se duje se dil uth jata hai
Hota khulasa to dil tut jata hai
Waqt beet jata to
Dil bhool jata hai
Phir kabhi nashe aur chakne me yaad ajaye
To dil chaknachur ho jata hai
Bohot khub
Dekhe zindagi ke maine bohot rup
Tu thi sabse khoobsurat unme
Tere peeche khoob moorakh bane
Khair, dua hai ki jiske bhi saath ho
Vo sada tujhe khoob khush rakhe
Hum har gaye lekin
Tujhe jeetne waale ko mool tera pata ho
Has jaise tera janamsidh adhikar ho
Deewar ke uss paar tu
Mai tujhe sirf dur se dekh ke hi khush hun
Aiyo na lekin kabhi wapas
Iss paar, Mai tere liye tuchh hun
I've been, saying what I mean
You're not hearing what I say
I'm just wishing you were here
And it'll all just be okay
All just be okay1",Frappe Ash
Skate,"I'm ready to fever a feature
I turn my Mona to Lisa
Alisha Alisha Alisha
She knows the game she a keeper
Girl you know the game you a keeper
No I don't trust nobody either
Masquerade full of cheaters
So how in the hell they gon' beat us

(So I Just)
Skate, Skate Skate
Skatin' on my problems
(I Just)
Skate, Skate Skate
Skatin' on my problems
(I Just)
Skate, Skate Skate
Skatin' on my problems
(I Just)
Skate, Skate Skate
Skatin' on my problems

Why we keep playing these blame games
To and fro but can we play safe
You and me we dress the same same
She bought 'em hoodies to my campaign
Dirt on my name that's a shame shame
I really want you as my main thing
Like two different stories on the same page
Like imagination when it takes shape. Like ah!
I know the numbers you callin’
Honey got me bigger problems (yah yah)
And I got no one to solve
I really want you to blossom (yah yah)
Want you to see me quite often
I know you don't know what they call it
I know you don't know what a loss is
You fuck with circles of bosses
Sunflower sunflower, I see me a killer in my dreams
She fuck with that Power on Power on Power
And I got that energy energy
All that we went through I'm happy about it
Need 50k everyday in my wallet
I really do not know what do they call it
I really do not know what do they call it
You might also like
I'm ready to fever a feature
I turn my Mona to Lisa
Alisha Alisha Alisha
She knows the game she a keeper
Girl you know the game you a keeper
No I don't trust nobody either
Masquerade full of cheaters
So how in the hell they gon' beat us

(So I Just)
Skate, Skate Skate
Skatin' on my problems
(I Just)
Skate, Skate Skate
Skatin' on my problems
(I Just)
Skate, Skate Skate
Skatin' on my problems
(I Just)
Skate, Skate Skate
Skatin' on my problems

Hue kaafi din hui baat nahi
Karne ko had hi koi baat nayi
Din liye kaafi gin abhi saans nahi
Aati chaati khokli meri khaas nahi
Jaate din uske bin aadat thi wo
Lagi to marham thi taakat thi
Ruthi to jhooti tareefe karwaalo
Manake Malana ki Parvati wo me
Chodo rehme deta khush usse
BT mai deta ni kuch usse
DM me launde kuch fuddu se
Tang hai wo din raati cringe aati khud usse
Gym jaari chingaari shuru se
Boli Tata tu Birla ni door hi reh
Sachi hai wo chidi thi groupie se
Bandiya bhaari bhasoodi hai
Dekha kaafi kuch inn saalo me
Bola ni gaano me
Ruka ni thoda bhi saalo me
Tension ni paalu me
Frappe ko malum hai
Jale chillum inn tufaano me
Hai dikkat to sabhi ko thodi bohot
Hai khai to mene bhi koni bohot
Gira ghutne ghisse mene bhi
Wapas utha tera bhai Tony Hawk",Frappe Ash
Dumb Ladke,"Dumb ladke yahape karte glass tracing
Same to same kaam karte duplicate
Woh Karti cheat par mai Karta complicate nahi
PARANOID! Toh na karta usko date Mai
Insecure ladke dete yaha pe hate bhot
Apologies, na karta tumse relate na
Foreign trips, Bina foram bhare tez hai hum sab
Tujhse vibe ni aati tu ladka maze hai
PARANOID! Toh na karta usko date Mai
Insecure ladke dete yaha pe hate bhot
Apologies, na karta tumse relate nah
Same to same kaam karte duplicatе aye
Aadhi public saali follow karti bait
Samajh mei aata inko late huh
Ayе nahi karta inse mai relate no
Bas jeeta jaata apne fate ko

Ankon mei sapne anekh hai
Par inke gaano pe jo hits aate wo toh fake hai
Sab fake hai
Apne sath Kuch ni safe hai
Padosi karta bas hate hai
Dil mei rakha jo shwet hai, Sab Raet hai
Jo fisalni Tere hathon se
Sir ni khapata Mai fukro ki baaton pe
Beete hue saalon mei
Pada ni kabhi mai reeti riwazon mei
Industry k jaalon se dooor hu
Waise toh rehta hu sabar mei
Tv pe sunta ni khabar mai
Flow cold beta summer mei
Apne walo ko deta hu cover mai
Meri oor dekh
Dikhega kya? Dikhega sahi, Dikhega galat
Dikhega tere khud k liye taras
Yaha aane ko lag gaye baras
Ab yaha se ni jaana hai wapas
Tere rab se hai meri ibadat
Karni jo poori hai chahat
Gaano pe poori hai taaqat
Pooche mashoor hai k nahi
Begana mila ni apno ka sath
Par bhai tera kardega sabhi sahi
Leta pressure kabhi nahi
Chahata woh jaanein humein kabhi nahi
Tabhi toh jo jaane daale fat'te nahi
Parcho pe galat hum fat'te nahi
Kharche bhi zyada yaha kat'te nahi
Mere alfaaz mere sath mera satya yahi
Ye gaano pe sale jhoot bole, satya nahi
Real ones we multiply hum ghatate nahi
You might also like
Dumb ladke yahape karte glass tracing
Same to same kaam karte duplicate
Woh Karti cheat par mai Karta complicate nahi
PARANOID! Toh na karta usko date Mai
Insecure ladke dete yaha pe hate bhot
Apologies, na karta tumse relate na
Foreign trips, Bina foram bhare tez hai hum sab
Tujhse vibe ni aati tu ladka maze hai
PARANOID! Toh na karta usko date Mai
Insecure ladke dete yaha pe hate bhot
Apologies, na karta tumse relate nah
Same to same kaam karte duplicate aye
Aadhi public saali follow karti bait
Samajh mei aata inko late huh
Aye nahi karta inse mai relate no
Bas jeeta jaata apne fate ko",Frappe Ash
Surma,"Taking her to the backside of the bar I just wanna touch her tonight
And I don‘t know what's bothering you all this while 'cause I just wanna make it alright
So if it's like that
Tell me if you don't wanna see me anymore
Tell me if I don’t make you feel anymore
Like I used to before
'Canee I’ve been falling deep in love with u
And I‘m hoping girl that you're falling too
And I keep thinking 'bout you
I got your picture in my wallet
And we got some issues and we can‘t resolve 'em
Girl I just wanna look you in your face
And I just feel this shit is a disgrace
And I just wanna look you in your face
So can yau feel the vibe
So can you feel the vibe

Look at the world look at the world tonight look at the world
Watch it all burn tonight, look at the world
My feet too deep in this I'm reaching out to you but is it worth it
It's a blessing and a curse, I took a lot now it's time to return
I need more on my watch to rehearse, 1 need more of your time to be heard
I guess I need this I need that, the change is passing me fast
I be back with peace and means to beat the pressure off my kneecaps
See what I mean is, I believe in a free mind and a free soul
If I don't love my life than she knows
If I really love the vibe I need more
Life going up and down like see saw
Not much fun to it I recall, life going up and down like seesaw
Just a feel deep inside that I know of
Do I dare to trust It at all
All these questions making me sore
I’m scratching my dreams on back of the darkness
I'm tripping regardless
Family is what I call you but then how could family be so heartless
Look where we started
You might also like
Hukah parayi nayi Surma, hukah parayi nayi
Hukah parayi nayi Surma, hukah parayi nayi
Badi dino bateen tu Surma, supniyo ma ni ayi
Supniyo ma ni ayi Surma, supniyo ma ni ayi
Ukhi lagalu bajaar Surma
Ukhi mulyola haar, Surma
Ukhi chuyoon ki bahar, Surma
Ukhi hulu keraqr aye jaye
Meri Surma Sarela, Surma aye jayee",Frappe Ash
Sweet Love,"I feel the music in my hips, see the tension in your lips
If it's only one kiss, what the hell could I miss?
Throw my feelings in the air, is it here or is it there?
Said you wanna take me where? Why you pullin' on my hair?
Why you takin' off my shirt? And you ask me does it hurt?
I said I don't give a fuck, baby I just wanna fuck
Baby I just want it rough, baby I just need some time
But I cannot make you mine and that is where I draw the line
And I know it drives you crazy, But I won't waste my time
So you can't be my baby, But I still think you're fine
Give me your sweet lovin' tonight, you know how to move my body just right
Give me your sweet lovin' tonight, You know how to move my body just right

Take me down with you
(Gimme your sweet, Gimme your sweet love)
I like the way you move
('cus it's all I, 'cus it's all I know)
Ooh boy you're just my type
(Gimme your sweet, Gimme your sweet love)
But only for tonight
('cus it's all I, 'cus it's all I know)
Won't you give me your Sweet Love
Give me your sweet, Give me your sweet
Give me your sweet love, Give me your sweet love
You might also like
I think I think a lot, I think thinkin' is all I got
I think if you and me can think this over we can think of things that are not
I think I Is all I got, I think I is all I'm not
We all find our ways to god
We all ﬁnd our way to rot
Oowie Lucy got my mind on different thoughts
Alright Alright Alright, I'm high I ride to die
Arise Arise Arise, I know the look in your eyes
Got more than I wished for, lemme buy you an accessory
Why you checkin' on my history
Why you wanna know my history
Calendars passin' me by, I keep winnin' I keep prayin' to God
Told my brothers we gon' make it to chart
I really wish I had a break in my heart
Yuh Yuh, It's breakin' my heart
'Cause you ain't got the pussy man you ain't even bother
You ain't got the pussy man you can't even call her
You ain't got the pussy man you're just easy to be on her way to the top
She'll make you believe you're the men of the hour
For you girl I've been there from the start
Stick together but we ain't getting far
No, No, we ain't getting' far
Play with my heart like she plays the guitar
All I knew is how to seek end evolve
All you do is keep raising the bar
Take me down with you
I like the way you move
Ooh boy you're just my type
But only for tonight
Give me your sweet, Give me your sweet
Give me your sweet love, Give me your sweet love
Give me your sweet love1",Frappe Ash
